"Date","Price","Open","High","Low","Vol.","Change %"
"24-06-2021","156.35","152.55","157.45","152.10","2.41M","2.46%"
"23-06-2021","152.60","154.60","155.00","151.00","2.34M","0.83%"
"22-06-2021","151.35","149.65","152.35","146.60","3.66M","1.14%"
"21-06-2021","149.65","148.00","151.00","146.65","1.87M","0.77%"
"18-06-2021","148.50","145.35","149.65","144.00","2.41M","1.64%"
"17-06-2021","146.10","146.05","148.50","144.60","890.03K","-0.92%"
"16-06-2021","147.45","152.50","153.00","146.55","2.93M","-1.04%"
"15-06-2021","149.00","145.50","150.85","144.50","3.79M","3.98%"
"14-06-2021","143.30","143.15","143.95","141.25","806.56K","0.74%"
"11-06-2021","142.25","142.75","145.85","141.25","1.67M","1.17%"
"10-06-2021","140.60","141.45","142.85","139.40","780.69K","-0.42%"
"09-06-2021","141.20","142.60","144.60","140.40","1.19M","-0.28%"
"08-06-2021","141.60","142.90","142.90","140.15","547.29K","-1.05%"
"07-06-2021","143.10","142.00","144.40","141.95","989.45K","1.24%"
"04-06-2021","141.35","140.45","142.40","139.05","1.58M","1.18%"
"03-06-2021","139.70","138.45","140.80","137.65","1.54M","1.31%"
"02-06-2021","137.90","137.50","139.35","136.75","1.40M","1.32%"
"01-06-2021","136.10","133.00","139.20","133.00","2.60M","2.72%"
"31-05-2021","132.50","133.30","133.70","131.50","490.75K","-0.34%"
"28-05-2021","132.95","132.95","135.00","131.65","969.43K","-0.23%"
"27-05-2021","133.25","134.50","137.15","130.70","1.57M","-0.63%"
"26-05-2021","134.10","134.95","135.45","133.15","673.60K","0.00%"
"25-05-2021","134.10","131.10","135.20","130.75","2.31M","3.07%"
"24-05-2021","130.10","131.95","132.00","130.00","642.09K","-1.18%"
"21-05-2021","131.65","133.10","133.80","131.40","1.02M","-1.05%"
"20-05-2021","133.05","134.60","135.00","131.25","741.21K","-1.11%"
"19-05-2021","134.55","135.00","136.40","133.25","944.21K","0.26%"
"18-05-2021","134.20","133.20","135.50","131.65","1.70M","1.90%"
"17-05-2021","131.70","131.15","133.70","131.10","1.15M","1.04%"
"14-05-2021","130.35","130.00","134.40","129.50","1.93M","0.19%"
"12-05-2021","130.10","129.45","131.80","129.00","1.75M","0.50%"
"11-05-2021","129.45","126.50","131.20","125.60","2.14M","2.17%"
"10-05-2021","126.70","123.90","132.70","123.75","4.39M","3.39%"
"07-05-2021","122.55","122.70","123.40","121.80","533.49K","0.66%"
"06-05-2021","121.75","122.30","123.35","120.65","574.10K","-0.29%"
"05-05-2021","122.10","122.50","124.75","121.40","668.01K","0.87%"
"04-05-2021","121.05","121.00","122.40","120.35","483.21K","0.71%"
"03-05-2021","120.20","121.50","122.95","119.75","696.46K","-1.56%"
"30-04-2021","122.10","119.25","123.70","118.05","1.25M","2.18%"
"29-04-2021","119.50","119.20","119.95","118.50","500.02K","0.59%"
"28-04-2021","118.80","116.60","119.80","116.20","757.29K","2.41%"
"27-04-2021","116.00","116.15","117.55","115.65","1.43M","-0.04%"
"26-04-2021","116.05","116.50","117.15","115.35","402.76K","0.09%"
"23-04-2021","115.95","115.85","116.95","115.10","384.59K","-0.26%"
"22-04-2021","116.25","115.50","116.80","114.55","432.61K","-0.56%"
"20-04-2021","116.90","117.30","118.50","115.50","574.51K","0.09%"
"19-04-2021","116.80","117.00","117.85","115.10","840.25K","-1.68%"
"16-04-2021","118.80","118.60","120.40","118.25","1.02M","-0.59%"
"15-04-2021","119.50","117.00","120.90","115.40","1.23M","3.33%"
"13-04-2021","115.65","112.70","118.90","112.70","1.11M","2.66%"
"12-04-2021","112.65","118.80","118.90","112.00","760.45K","-6.28%"
"09-04-2021","120.20","122.00","122.45","120.00","434.84K","-1.64%"
"08-04-2021","122.20","124.45","124.95","121.10","424.22K","-1.41%"
"07-04-2021","123.95","122.65","125.30","122.65","778.24K","1.02%"
"06-04-2021","122.70","122.55","123.95","122.25","589.04K","0.29%"
"05-04-2021","122.35","122.50","124.00","120.65","798.93K","-1.33%"
"01-04-2021","124.00","122.80","124.80","122.50","579.18K","0.98%"
"31-03-2021","122.80","124.80","126.70","121.50","1.43M","-0.97%"
"30-03-2021","124.00","118.95","129.00","118.70","2.88M","4.95%"
"26-03-2021","118.15","116.95","119.50","116.10","1.06M","0.81%"
"25-03-2021","117.20","117.95","118.95","116.05","1.46M","0.64%"
"24-03-2021","116.45","115.30","118.45","115.20","1.05M","-1.40%"
"23-03-2021","118.10","118.80","119.50","117.65","643.63K","-0.63%"
"22-03-2021","118.85","120.50","120.90","118.15","1.11M","-0.67%"
"19-03-2021","119.65","123.00","123.95","115.90","12.21M","-6.12%"
"18-03-2021","127.45","129.90","130.80","122.50","1.09M","-1.43%"
"17-03-2021","129.30","131.95","133.20","128.70","1.05M","-2.16%"
"16-03-2021","132.15","131.70","132.50","131.05","793.07K","0.61%"
"15-03-2021","131.35","133.80","133.80","130.15","834.32K","-0.42%"
"12-03-2021","131.90","133.80","133.80","130.60","1.27M","-0.11%"
"10-03-2021","132.05","129.85","132.90","129.40","1.36M","1.93%"
"09-03-2021","129.55","131.70","132.90","129.10","2.18M","-1.11%"
"08-03-2021","131.00","130.80","133.70","130.00","4.35M","2.91%"
"05-03-2021","127.30","129.05","131.75","126.05","3.88M","0.00%"
"04-03-2021","127.30","127.40","128.80","127.00","799.01K","-0.47%"
"03-03-2021","127.90","128.45","129.00","126.30","1.40M","0.27%"
"02-03-2021","127.55","127.80","129.70","126.70","2.21M","0.24%"
"01-03-2021","127.25","127.30","128.15","125.60","1.44M","0.75%"
"26-02-2021","126.30","126.00","127.90","124.60","1.64M","-1.17%"
"25-02-2021","127.80","127.00","129.55","126.00","3.90M","2.57%"
"24-02-2021","124.60","125.60","128.00","122.95","1.17M","-0.80%"
"23-02-2021","125.60","124.75","128.55","123.75","6.22M","1.05%"
"22-02-2021","124.30","124.90","125.55","122.35","2.32M","0.77%"
"19-02-2021","123.35","124.70","126.90","120.60","4.16M","1.27%"
"18-02-2021","121.80","120.50","124.70","120.15","5.64M","1.88%"
"17-02-2021","119.55","118.05","120.30","118.05","2.96M","1.10%"
"16-02-2021","118.25","117.65","118.90","116.70","1.49M","1.90%"
"15-02-2021","116.05","116.90","117.00","115.65","778.90K","0.35%"
"12-02-2021","115.65","117.40","117.40","115.25","1.59M","-3.58%"
"11-02-2021","119.95","120.40","121.00","119.60","1.26M","0.04%"
"10-02-2021","119.90","120.40","120.90","119.50","920.89K","-0.04%"
"09-02-2021","119.95","119.95","121.35","118.55","1.83M","1.61%"
"08-02-2021","118.05","119.95","120.00","117.50","1.21M","0.85%"
"05-02-2021","117.05","119.90","122.05","116.10","2.19M","-0.93%"
"04-02-2021","118.15","114.90","118.45","114.50","2.01M","3.64%"
"03-02-2021","114.00","115.00","115.90","113.00","1.48M","0.93%"
"02-02-2021","112.95","112.70","114.00","112.10","725.31K","0.76%"
"01-02-2021","112.10","111.90","112.60","110.60","801.17K","0.67%"
"29-01-2021","111.35","111.70","112.70","110.80","556.63K","0.72%"
"28-01-2021","110.55","111.65","111.65","109.25","631.71K","-1.16%"
"27-01-2021","111.85","109.45","112.80","109.35","994.28K","1.22%"
"25-01-2021","110.50","112.00","112.50","108.55","833.33K","-0.90%"
"22-01-2021","111.50","113.75","116.40","110.05","2.71M","-1.98%"
"21-01-2021","113.75","115.70","116.35","112.10","814.88K","-2.11%"
"20-01-2021","116.20","116.70","117.00","115.35","523.78K","-0.13%"
"19-01-2021","116.35","115.90","117.00","115.00","1.10M","1.35%"
"18-01-2021","114.80","117.65","117.85","110.50","1.79M","-2.30%"
"15-01-2021","117.50","117.35","118.35","115.30","1.62M","0.30%"
"14-01-2021","117.15","117.50","118.20","115.65","817.41K","0.17%"
"13-01-2021","116.95","116.50","119.40","115.35","2.94M","1.61%"
"12-01-2021","115.10","114.50","116.00","113.60","1.26M","0.26%"
"11-01-2021","114.80","114.40","115.40","113.10","1.41M","1.10%"
"08-01-2021","113.55","113.90","114.00","112.80","1.32M","0.66%"
"07-01-2021","112.80","114.50","115.00","112.55","1.30M","-0.18%"
"06-01-2021","113.00","114.90","115.90","112.30","3.07M","0.94%"
"05-01-2021","111.95","113.95","114.95","111.20","2.44M","-0.36%"
"04-01-2021","112.35","109.95","112.70","109.85","2.13M","3.36%"
"01-01-2021","108.70","109.00","109.40","107.80","884.65K","1.21%"
"31-12-2020","107.40","110.90","112.00","106.45","2.78M","-2.85%"
"30-12-2020","110.55","111.05","111.50","109.50","623.88K","0.36%"
"29-12-2020","110.15","111.95","112.40","108.95","924.12K","-0.90%"
"28-12-2020","111.15","110.00","111.50","109.60","1.05M","2.07%"
"24-12-2020","108.90","106.30","111.20","106.10","2.31M","3.76%"
"23-12-2020","104.95","102.80","105.80","102.80","956.61K","2.49%"
"22-12-2020","102.40","100.15","104.95","98.05","1.72M","0.64%"
"21-12-2020","101.75","108.00","108.00","100.00","1.80M","-6.78%"
"18-12-2020","109.15","114.10","114.40","108.05","2.44M","-4.38%"
"17-12-2020","114.15","117.50","119.10","112.05","2.61M","-1.30%"
"16-12-2020","115.65","115.00","118.00","114.20","1.42M","0.78%"
"15-12-2020","114.75","115.10","116.50","113.05","2.05M","-1.80%"
"14-12-2020","116.85","110.50","118.50","110.50","4.22M","6.57%"
"11-12-2020","109.65","107.00","115.70","106.10","8.53M","4.58%"
"10-12-2020","104.85","106.00","106.00","104.10","970.56K","-0.10%"
"09-12-2020","104.95","107.95","108.00","104.60","1.15M","-1.82%"
"08-12-2020","106.90","109.30","109.50","105.20","1.25M","-1.57%"
"07-12-2020","108.60","107.30","109.90","107.25","1.59M","1.40%"
"04-12-2020","107.10","104.90","107.35","104.35","3.09M","2.68%"
"03-12-2020","104.30","102.90","104.95","102.30","1.40M","2.25%"
"02-12-2020","102.00","100.00","103.00","99.55","2.20M","2.05%"
"01-12-2020","99.95","97.00","101.90","94.75","3.16M","3.95%"
"27-11-2020","96.15","97.50","98.25","95.20","1.00M","-0.88%"
"26-11-2020","97.00","97.90","97.95","96.60","671.98K","-0.31%"
"25-11-2020","97.30","96.50","98.05","96.00","3.04M","3.18%"
"24-11-2020","94.30","93.75","94.90","93.50","726.83K","0.80%"
"23-11-2020","93.55","91.80","95.35","91.05","1.36M","2.52%"
"20-11-2020","91.25","92.00","92.45","91.00","356.00K","-0.82%"
"19-11-2020","92.00","93.00","93.50","91.50","738.52K","-1.34%"
"18-11-2020","93.25","93.05","93.65","92.10","556.69K","0.21%"
"17-11-2020","93.05","93.90","94.15","92.70","637.28K","0.43%"
"14-11-2020","92.65","92.60","92.90","92.30","160.39K","0.82%"
"13-11-2020","91.90","91.95","93.35","90.10","1.43M","0.00%"
"12-11-2020","91.90","91.45","92.50","91.15","663.81K","1.55%"
"11-11-2020","90.50","89.05","91.20","89.00","871.05K","1.97%"
"10-11-2020","88.75","88.05","89.35","88.00","1.21M","2.13%"
"09-11-2020","86.90","87.45","88.00","86.00","606.29K","0.64%"
"06-11-2020","86.35","86.05","86.90","86.00","358.72K","0.82%"
"05-11-2020","85.65","85.00","85.95","84.80","492.16K","1.42%"
"04-11-2020","84.45","84.85","84.85","84.10","186.21K","0.48%"
"03-11-2020","84.05","84.45","84.95","83.50","474.57K","0.18%"
"02-11-2020","83.90","86.00","86.55","83.60","1.02M","-2.39%"
"30-10-2020","85.95","85.60","87.30","85.60","463.64K","0.47%"
"29-10-2020","85.55","87.10","88.00","85.20","505.97K","-2.40%"
"28-10-2020","87.65","89.80","89.80","87.50","275.98K","-0.57%"
"27-10-2020","88.15","89.25","89.90","87.90","493.07K","-1.73%"
"26-10-2020","89.70","91.90","91.90","89.55","258.32K","-1.37%"
"23-10-2020","90.95","92.10","92.45","90.00","524.37K","-0.76%"
"22-10-2020","91.65","87.70","92.70","87.65","4.75M","4.33%"
"21-10-2020","87.85","88.50","89.40","87.50","526.32K","-0.73%"
"20-10-2020","88.50","88.10","89.60","88.10","463.45K","-0.73%"
"19-10-2020","89.15","86.95","89.60","86.80","927.89K","3.06%"
"16-10-2020","86.50","85.55","88.20","85.55","1.20M","1.82%"
"15-10-2020","84.95","84.75","85.50","84.00","665.79K","0.71%"
"14-10-2020","84.35","86.80","87.00","84.15","1.23M","-2.93%"
"13-10-2020","86.90","88.00","88.40","86.60","260.97K","-0.91%"
"12-10-2020","87.70","90.30","90.90","87.15","336.60K","-1.90%"
"09-10-2020","89.40","89.80","90.85","88.80","589.69K","0.73%"
"08-10-2020","88.75","91.45","91.45","88.40","750.48K","-3.48%"
"07-10-2020","91.95","86.45","95.00","85.75","5.78M","6.61%"
"06-10-2020","86.25","86.95","87.40","86.10","372.30K","-0.29%"
"05-10-2020","86.50","88.50","89.00","86.10","1.35M","-2.48%"
"01-10-2020","88.70","87.65","89.10","87.00","451.40K","-0.67%"
"30-09-2020","89.30","88.50","90.20","87.50","280.13K","0.90%"
"29-09-2020","88.50","89.90","90.80","87.80","534.83K","-0.39%"
"28-09-2020","88.85","87.90","90.60","87.00","466.71K","1.60%"
"25-09-2020","87.45","85.10","88.00","85.00","479.18K","3.31%"
"24-09-2020","84.65","87.50","87.50","83.50","644.00K","-3.86%"
"23-09-2020","88.05","88.95","91.00","87.55","397.26K","-0.11%"
"22-09-2020","88.15","91.50","92.80","87.10","562.80K","-4.18%"
"21-09-2020","92.00","95.95","96.10","91.05","456.99K","-4.81%"
"18-09-2020","96.65","95.85","97.95","95.55","2.42M","1.74%"
"17-09-2020","95.00","94.90","95.45","94.10","575.58K","1.17%"
"16-09-2020","93.90","95.85","96.20","93.75","416.14K","-2.03%"
"15-09-2020","95.85","96.00","96.20","95.20","544.51K","0.52%"
"14-09-2020","95.35","95.20","96.00","94.15","447.46K","0.95%"
"11-09-2020","94.45","93.95","95.80","93.80","453.87K","0.53%"
"10-09-2020","93.95","93.70","94.40","93.10","297.87K","0.59%"
"09-09-2020","93.40","93.75","93.80","91.60","385.01K","-1.32%"
"08-09-2020","94.65","95.10","95.50","93.85","279.71K","-0.47%"
"07-09-2020","95.10","95.00","95.60","93.60","427.66K","0.58%"
"04-09-2020","94.55","96.30","96.50","94.25","499.49K","-2.63%"
"03-09-2020","97.10","96.75","97.50","96.00","353.41K","0.36%"
"02-09-2020","96.75","94.65","97.20","94.00","640.16K","2.87%"
"01-09-2020","94.05","95.30","96.00","92.75","1.05M","-0.74%"
"31-08-2020","94.75","97.00","99.50","94.00","1.90M","-2.17%"
"28-08-2020","96.85","98.05","98.60","96.70","962.96K","-1.02%"
"27-08-2020","97.85","98.10","98.20","97.45","437.74K","0.26%"
"26-08-2020","97.60","98.40","98.40","97.40","646.52K","0.21%"
"25-08-2020","97.40","97.95","98.75","97.10","1.84M","0.10%"
"24-08-2020","97.30","99.00","99.00","97.00","2.19M","-2.46%"
"21-08-2020","99.75","101.20","102.90","99.20","3.08M","-0.05%"
"20-08-2020","99.80","96.80","100.15","96.50","3.34M","3.26%"
"19-08-2020","96.65","96.25","97.20","96.05","953.18K","0.42%"
"18-08-2020","96.25","96.70","98.50","96.00","2.24M","0.52%"
"17-08-2020","95.75","95.00","95.90","94.25","504.07K","1.75%"
"14-08-2020","94.10","95.05","95.60","93.80","585.21K","-0.95%"
"13-08-2020","95.00","95.25","96.20","94.60","647.45K","0.21%"
"12-08-2020","94.80","95.50","95.90","94.55","536.51K","-0.73%"
"11-08-2020","95.50","95.50","96.35","95.20","436.48K","0.10%"
"10-08-2020","95.40","95.15","97.00","95.15","505.21K","0.58%"
"07-08-2020","94.85","95.20","95.95","94.65","416.07K","-0.26%"
"06-08-2020","95.10","94.80","96.20","94.20","1.05M","1.12%"
"05-08-2020","94.05","94.30","95.10","93.85","451.37K","-0.16%"
"04-08-2020","94.20","96.70","96.70","93.90","689.43K","-0.58%"
"03-08-2020","94.75","96.65","96.65","94.50","643.36K","-1.97%"
"31-07-2020","96.65","97.00","97.75","95.10","485.81K","-0.15%"
"30-07-2020","96.80","97.60","99.50","96.50","460.30K","-0.36%"
"29-07-2020","97.15","97.10","98.00","96.80","515.93K","0.15%"
"28-07-2020","97.00","98.25","99.40","96.75","487.81K","-1.22%"
"27-07-2020","98.20","99.65","99.90","97.50","924.13K","-1.46%"
"24-07-2020","99.65","96.00","100.40","96.00","1.52M","3.16%"
"23-07-2020","96.60","95.05","97.60","95.05","1.07M","1.42%"
"22-07-2020","95.25","96.45","97.15","94.80","727.65K","-0.47%"
"21-07-2020","95.70","96.90","97.95","95.50","1.56M","-0.16%"
"20-07-2020","95.85","95.85","97.25","95.10","972.92K","0.95%"
"17-07-2020","94.95","94.80","97.25","93.20","1.49M","1.82%"
"16-07-2020","93.25","97.00","97.00","93.10","1.12M","-2.56%"
"15-07-2020","95.70","97.20","97.90","95.20","949.38K","0.58%"
"14-07-2020","95.15","98.05","98.25","95.00","689.46K","-2.51%"
"13-07-2020","97.60","99.80","100.60","97.10","829.74K","-2.20%"
"10-07-2020","99.80","101.00","101.00","98.50","486.18K","-1.72%"
"09-07-2020","101.55","100.70","102.00","100.10","898.83K","1.04%"
"08-07-2020","100.50","99.45","101.50","98.35","1.26M","1.52%"
"07-07-2020","99.00","99.65","100.00","98.15","660.56K","-0.20%"
"06-07-2020","99.20","98.90","99.50","97.75","806.50K","1.95%"
"03-07-2020","97.30","95.40","97.65","94.95","1.42M","2.21%"
"02-07-2020","95.20","95.45","97.00","94.90","1.18M","0.42%"
"01-07-2020","94.80","93.70","95.00","92.70","1.09M","1.23%"
"30-06-2020","93.65","97.00","97.00","93.10","1.69M","-2.09%"
"29-06-2020","95.65","96.40","97.80","93.50","2.71M","1.27%"
"26-06-2020","94.45","95.95","95.95","93.20","3.07M","3.91%"
"25-06-2020","90.90","99.70","100.50","83.20","6.60M","-9.60%"
"24-06-2020","100.55","102.10","103.50","98.60","1.56M","-1.13%"
"23-06-2020","101.70","102.65","104.35","101.20","1.91M","-0.93%"
"22-06-2020","102.65","105.00","106.65","102.25","1.85M","-2.47%"
"19-06-2020","105.25","100.95","107.40","99.55","8.87M","5.25%"
"18-06-2020","100.00","97.70","100.70","97.10","1.52M","3.20%"
"17-06-2020","96.90","101.50","102.00","96.20","2.46M","-4.30%"
"16-06-2020","101.25","98.45","102.90","98.20","5.99M","4.11%"
"15-06-2020","97.25","90.50","97.80","90.45","4.72M","6.69%"
"12-06-2020","91.15","89.80","91.90","89.70","1.53M","-2.98%"
"11-06-2020","93.95","93.60","98.75","93.05","3.09M","-0.05%"
"10-06-2020","94.00","95.00","96.90","93.05","1.82M","-1.36%"
"09-06-2020","95.30","95.45","96.25","93.30","889.07K","0.37%"
"08-06-2020","94.95","96.80","97.45","94.20","2.08M","4.05%"
"05-06-2020","91.25","90.00","91.70","90.00","944.83K","2.01%"
"04-06-2020","89.45","89.50","89.90","88.65","751.90K","-0.28%"
"03-06-2020","89.70","89.80","91.25","89.05","1.93M","2.81%"
"02-06-2020","87.25","87.80","88.40","86.80","1.09M","0.06%"
"01-06-2020","87.20","86.00","89.00","85.50","1.39M","2.89%"
"29-05-2020","84.75","84.25","86.25","82.90","2.03M","1.38%"
"28-05-2020","83.60","82.70","84.85","82.05","762.47K","1.03%"
"27-05-2020","82.75","83.90","83.90","81.30","1.22M","-0.42%"
"26-05-2020","83.10","85.80","85.90","82.65","1.20M","-1.54%"
"22-05-2020","84.40","84.15","86.15","83.30","1.46M","0.24%"
"21-05-2020","84.20","84.50","85.80","83.50","770.67K","0.72%"
"20-05-2020","83.60","83.00","85.40","82.50","902.86K","0.48%"
"19-05-2020","83.20","81.40","84.80","81.35","2.10M","5.65%"
"18-05-2020","78.75","86.65","86.65","69.00","1.85M","-8.32%"
"15-05-2020","85.90","84.70","87.00","84.70","2.44M","2.26%"
"14-05-2020","84.00","85.40","85.90","83.50","844.18K","-1.70%"
"13-05-2020","85.45","88.00","88.40","85.05","1.43M","0.47%"
"12-05-2020","85.05","88.60","88.60","85.00","986.57K","-3.13%"
"11-05-2020","87.80","89.90","90.00","87.30","531.83K","-0.85%"
"08-05-2020","88.55","91.70","92.20","88.10","648.63K","-2.59%"
"07-05-2020","90.90","92.00","92.50","90.10","504.44K","-1.78%"
"06-05-2020","92.55","95.80","96.00","92.05","1.03M","-0.59%"
"05-05-2020","93.10","96.90","99.45","92.55","1.78M","-0.96%"
"04-05-2020","94.00","95.75","96.00","92.30","981.85K","-4.86%"
"30-04-2020","98.80","94.35","100.50","92.00","3.87M","7.68%"
"29-04-2020","91.75","88.15","92.20","87.60","1.68M","3.85%"
"28-04-2020","88.35","85.80","89.00","84.15","2.69M","2.49%"
"27-04-2020","86.20","85.10","86.95","84.35","1.35M","2.80%"
"24-04-2020","83.85","86.00","88.60","83.50","2.35M","-2.56%"
"23-04-2020","86.05","87.05","92.50","85.85","4.88M","0.06%"
"22-04-2020","86.00","82.10","86.90","74.25","6.90M","0.00%"
"21-04-2020","86.00","86.10","87.85","84.10","2.09M","-5.02%"
"20-04-2020","90.55","93.45","93.45","89.60","1.51M","-2.37%"
"17-04-2020","92.75","91.60","94.30","90.60","1.39M","2.88%"
"16-04-2020","90.15","87.80","90.85","87.50","3.01M","1.63%"
"15-04-2020","88.70","89.00","90.95","86.40","3.47M","-0.67%"
"13-04-2020","89.30","92.00","92.00","86.60","4.93M","-1.98%"
"09-04-2020","91.10","92.00","92.40","90.00","4.57M","2.13%"
"08-04-2020","89.20","89.20","94.40","85.35","2.78M","-0.22%"
"07-04-2020","89.40","88.00","90.90","85.00","2.90M","6.11%"
"03-04-2020","84.25","82.25","85.60","80.25","2.71M","6.31%"
"01-04-2020","79.25","81.35","82.65","77.60","2.15M","-4.11%"
"31-03-2020","82.65","79.80","85.95","78.95","2.75M","4.03%"
"30-03-2020","79.45","75.95","80.15","73.75","2.25M","2.38%"
"27-03-2020","77.60","77.40","79.50","75.00","2.55M","1.37%"
"26-03-2020","76.55","76.55","81.40","73.70","3.53M","0.13%"
"25-03-2020","76.45","74.00","77.40","73.30","1.95M","2.96%"
"24-03-2020","74.25","74.05","77.95","72.65","2.51M","1.23%"
"23-03-2020","73.35","73.40","76.75","71.35","2.08M","-10.06%"
"20-03-2020","81.55","77.85","85.40","75.05","12.85M","6.60%"
"19-03-2020","76.50","74.95","82.00","68.00","8.41M","-8.11%"
"18-03-2020","83.25","71.80","100.15","67.85","9.61M","16.35%"
"17-03-2020","71.55","70.00","73.90","68.30","5.25M","1.71%"
"16-03-2020","70.35","79.75","79.75","69.60","4.72M","-13.36%"
"13-03-2020","81.20","70.00","85.45","63.50","6.32M","8.70%"
"12-03-2020","74.70","78.00","79.95","73.55","6.83M","-12.01%"
"11-03-2020","84.90","91.25","92.75","84.15","7.15M","-6.96%"
"09-03-2020","91.25","98.95","99.45","89.20","6.37M","-10.54%"
"06-03-2020","102.00","102.35","104.70","101.00","1.79M","-3.45%"
"05-03-2020","105.65","111.60","115.05","104.45","3.38M","-4.35%"
"04-03-2020","110.45","106.00","111.45","104.30","5.51M","3.32%"
"03-03-2020","106.90","102.60","108.05","101.70","3.67M","5.11%"
"02-03-2020","101.70","110.90","111.20","101.00","2.43M","-5.83%"
"28-02-2020","108.00","109.05","109.60","105.50","3.46M","-3.87%"
"27-02-2020","112.35","113.00","113.20","108.50","3.36M","-0.97%"
"26-02-2020","113.45","116.55","117.70","113.10","2.29M","-3.61%"
"25-02-2020","117.70","120.45","121.75","117.45","2.06M","-2.28%"
"24-02-2020","120.45","123.05","124.45","120.00","3.20M","-3.76%"
"20-02-2020","125.15","128.15","128.15","124.60","8.13M","-9.61%"
"19-02-2020","138.45","133.85","139.00","130.05","7.50M","5.09%"
"18-02-2020","131.75","130.00","133.35","126.85","4.99M","1.42%"
"17-02-2020","129.90","131.05","131.80","127.05","3.76M","-0.27%"
"14-02-2020","130.25","134.40","134.95","130.00","3.38M","-2.87%"
"13-02-2020","134.10","136.05","136.45","133.40","2.07M","-1.43%"
"12-02-2020","136.05","134.90","137.25","134.10","2.35M","1.34%"
"11-02-2020","134.25","134.00","135.60","129.25","5.99M","0.22%"
"10-02-2020","133.95","137.00","138.20","132.10","4.34M","-3.29%"
"07-02-2020","138.50","135.00","139.00","132.45","2.52M","2.52%"
"06-02-2020","135.10","130.00","135.75","130.00","3.21M","4.53%"
"05-02-2020","129.25","129.80","130.90","128.25","1.59M","0.19%"
"04-02-2020","129.00","124.65","130.00","123.80","1.64M","4.84%"
"03-02-2020","123.05","124.00","124.90","118.30","3.24M","-0.89%"
"01-02-2020","124.15","129.50","129.50","122.70","3.94M","-4.17%"
"31-01-2020","129.55","138.95","138.95","127.90","9.60M","-6.19%"
"30-01-2020","138.10","140.00","140.25","137.00","2.88M","-1.22%"
"29-01-2020","139.80","138.70","140.50","136.05","1.87M","1.27%"
"28-01-2020","138.05","141.85","141.85","137.75","2.02M","-2.30%"
"27-01-2020","141.30","142.20","143.60","140.50","1.60M","-0.60%"
"24-01-2020","142.15","140.00","143.40","139.50","2.35M","2.67%"
"23-01-2020","138.45","138.25","143.90","137.00","7.09M","0.58%"
"22-01-2020","137.65","145.90","146.40","137.10","5.66M","-5.65%"
"21-01-2020","145.90","149.45","149.55","145.10","1.49M","-2.44%"
"20-01-2020","149.55","155.25","155.25","148.60","3.23M","-4.62%"
"17-01-2020","156.80","155.00","159.35","154.60","828.54K","1.03%"
"16-01-2020","155.20","158.35","158.85","154.65","592.24K","-1.96%"
"15-01-2020","158.30","157.85","158.90","157.10","462.89K","0.32%"
"14-01-2020","157.80","158.40","159.20","156.90","420.24K","-0.22%"
"13-01-2020","158.15","157.90","158.90","157.10","320.14K","0.16%"
"10-01-2020","157.90","156.90","159.80","155.75","574.48K","0.96%"
"09-01-2020","156.40","155.60","157.80","153.75","820.14K","0.97%"
"08-01-2020","154.90","153.50","155.80","152.60","711.63K","0.29%"
"07-01-2020","154.45","154.20","155.50","153.60","436.12K","0.39%"
"06-01-2020","153.85","156.75","158.00","152.60","1.41M","-1.35%"
"03-01-2020","155.95","155.15","158.20","154.20","1.81M","1.89%"
"02-01-2020","153.05","152.50","153.75","151.15","272.68K","0.56%"
"01-01-2020","152.20","153.30","153.45","151.75","244.94K","-0.56%"
